"0","77","463.99","1971-10-30 09:32:15.228653","pending"
"1","11","683.17","2021-09-16 11:36:20.801089","pending"
"2","2","829.75","1981-02-11 00:33:00.258345","fulfilled"
"3","30","233.07","2006-02-10 18:28:36.295805","pending"
"4","18","751.83","2025-02-06 19:07:09.164910","fulfilled"
"5","73","571.09","2005-02-16 12:47:30.596799","cancelled"
"6","96","785.16","1985-10-02 16:05:15.713435","cancelled"
"7","57","42.11","2023-11-09 02:35:51.526138","cancelled"
"8","3","644.74","1998-01-27 05:49:34.530638","cancelled"
"9","11","86.22","2016-03-04 18:31:04.028316","fulfilled"
"10","59","847.32","1970-05-28 00:51:08.525221","cancelled"
"11","3","817.44","2024-04-23 20:38:32.279645","pending"
"12","83","945.06","2014-11-02 10:03:07.579035","cancelled"
"13","98","93.84","1978-12-19 12:18:40.806053","cancelled"
"14","37","36.88","1996-11-19 13:13:29.372777","pending"
"15","56","131.24","1997-10-27 23:20:05.057000","cancelled"
"16","87","448.14","1989-03-13 15:54:59.579722","fulfilled"
"17","99","824.73","1999-12-03 05:03:01.639692","pending"
"18","93","821.44","1980-11-28 17:58:12.590188","cancelled"
"19","19","391.37","2007-03-24 15:41:10.269017","fulfilled"
"20","39","519.06","1975-05-20 02:19:25.013837","cancelled"
"21","76","120.84","1978-09-22 13:45:26.679362","pending"
"22","99","50.41","2019-08-14 07:54:56.877885","pending"
"23","64","741.04","1999-05-08 12:55:20.169523","cancelled"
"24","54","329.4","1997-08-13 21:32:36.328106","pending"
"25","22","929.77","1993-08-02 08:15:21.414117","fulfilled"
"26","35","727.84","1987-02-21 13:04:38.159987","fulfilled"
"27","49","395.84","1986-01-30 09:23:01.831102","fulfilled"
"28","21","624.83","1977-06-08 01:23:25.882121","cancelled"
"29","79","27.52","2001-10-24 04:45:23.455247","cancelled"
"30","55","474.78","2000-02-14 01:36:01.753790","cancelled"
"31","39","955.22","2010-01-26 04:27:00.243342","pending"
"32","28","386.58","2002-12-14 12:31:36.404993","pending"
"33","68","874.06","1978-03-18 15:27:26.512804","pending"
"34","35","143.44","1987-11-14 12:45:08.444596","pending"
"35","23","532.26","1989-08-15 19:42:56.827487","pending"
"36","61","926.29","1989-08-28 07:17:59.465331","cancelled"
"37","31","674.65","1990-12-12 01:27:51.699624","fulfilled"
"38","45","551.5","2017-08-14 04:19:07.209244","fulfilled"
"39","19","730.15","2017-05-24 10:20:49.750278","cancelled"
"40","76","327.36","2024-10-09 02:59:28.071362","fulfilled"
"41","0","272.93","2025-08-24 12:58:27.777670","fulfilled"
"42","52","938.03","1992-01-02 09:08:25.913720","fulfilled"
"43","1","427.8","2023-03-12 11:20:16.802725","fulfilled"
"44","73","802.68","2025-12-01 10:13:32.002003","fulfilled"
"45","51","484.3","2013-03-24 16:00:49.120960","pending"
"46","95","684.98","2007-03-04 01:18:21.547098","cancelled"
"47","48","853.32","1984-03-27 22:53:15.422034","pending"
"48","41","473.59","1983-02-18 15:05:30.114924","pending"
"49","47","813.73","1979-06-09 19:38:50.680966","pending"
"50","64","504.27","1975-05-16 19:29:12.921686","pending"
"51","89","481.24","1991-02-23 08:01:25.554702","pending"
"52","59","251.17","1983-02-04 17:48:41.387625","fulfilled"
"53","68","252.78","1970-01-02 07:34:49.048093","fulfilled"
"54","56","622.46","1985-08-05 00:28:13.443613","cancelled"
"55","59","102.91","2017-03-23 13:48:30.885835","pending"
"56","70","17.26","2006-07-09 12:28:52.243987","pending"
"57","23","402.49","2009-06-10 17:41:08.625960","fulfilled"
"58","38","294.35","1972-10-07 20:50:06.998995","cancelled"
"59","49","468.92","1998-09-14 23:50:09.451871","cancelled"
"60","48","929.22","1980-06-09 09:31:04.610228","pending"
"61","27","692.26","2019-05-04 20:31:33.818277","pending"
"62","61","197.97","1993-07-01 02:39:57.683638","pending"
"63","25","551.52","2000-10-05 13:40:24.571849","pending"
"64","73","35.39","2017-09-16 10:24:48.638191","pending"
"65","80","142.55","2011-12-14 07:00:53.910468","fulfilled"
"66","92","377.27","2018-09-15 01:56:27.946879","fulfilled"
"67","31","699.11","1987-11-25 03:41:28.970921","fulfilled"
"68","11","125.14","1970-09-26 03:13:19.564711","cancelled"
"69","21","809.2","2008-04-30 05:26:44.516371","pending"
"70","87","545.24","2024-11-21 08:37:43.492864","fulfilled"
"71","78","534.36","1988-07-31 10:11:24.435759","fulfilled"
"72","53","621.79","1983-01-03 23:30:03.117885","cancelled"
"73","72","254.13","1987-09-13 21:37:47.128044","fulfilled"
"74","12","759.47","2010-11-22 07:22:12.813059","fulfilled"
"75","63","701.1","1980-01-11 09:17:42.403380","cancelled"
"76","0","255.13","1987-10-10 16:52:30.589404","fulfilled"
"77","61","507.07","2010-07-07 05:23:34.479482","cancelled"
"78","6","540.03","1987-12-07 23:16:45.645318","pending"
"79","46","286.77","2009-03-31 15:04:39.513238","fulfilled"
"80","8","247.46","2022-07-11 18:26:05.334544","pending"
"81","24","354.22","1972-11-23 08:23:26.510417","fulfilled"
"82","97","756.61","1994-06-01 16:35:32.874571","fulfilled"
"83","53","566.58","2020-10-21 09:02:04.079877","fulfilled"
"84","67","415.84","1979-11-10 09:48:57.878351","fulfilled"
"85","97","43.16","1994-05-16 08:12:48.943983","pending"
"86","91","56.76","1998-12-12 13:51:19.596386","cancelled"
"87","68","384.82","1990-10-28 15:17:50.145062","pending"
"88","1","458.91","2023-06-09 05:56:48.112855","pending"
"89","51","76.51","1991-02-13 18:41:00.337471","pending"
"90","86","350.05","1993-05-27 05:39:41.730332","pending"
"91","25","719.68","1994-08-28 22:25:33.825179","pending"
"92","92","477.04","1976-09-19 08:31:51.360599","cancelled"
"93","92","373.07","1976-02-23 23:22:17.253563","pending"
"94","85","809.58","1979-11-14 19:04:02.209469","cancelled"
"95","9","99.61","1979-01-18 05:07:27.195660","fulfilled"
"96","17","460.52","1986-06-24 15:52:47.329429","fulfilled"
"97","25","57.37","2021-06-10 20:29:52.207603","pending"
"98","19","970.07","2016-02-08 20:08:43.952088","cancelled"
"99","12","89.69","1978-03-26 11:32:28.149697","pending"
"100","58","132.66","2015-08-29 01:53:10.282379","fulfilled"
"101","5","146.41","2003-03-24 02:01:55.987502","cancelled"
"102","14","830.96","1981-05-12 04:40:01.814359","fulfilled"
"103","28","343.4","1990-12-01 23:01:13.131453","cancelled"
"104","51","517.86","1992-08-05 15:47:02.099497","pending"
"105","77","783.79","1995-05-27 20:38:50.042406","fulfilled"
"106","43","805.49","2000-06-05 05:30:25.207823","pending"
"107","14","806.64","2007-08-17 04:57:57.685843","pending"
"108","32","942.36","2024-07-27 10:27:03.355922","pending"
"109","2","199.22","1995-12-18 23:16:43.703749","cancelled"
"110","57","590.2","1986-09-25 08:33:03.818389","fulfilled"
"111","27","372.33","1982-06-19 03:33:28.758548","cancelled"
"112","31","618.39","1999-08-21 11:00:23.978499","cancelled"
"113","48","569.59","1970-02-28 22:23:00.157843","cancelled"
"114","89","740.91","1984-05-05 01:11:11.671236","fulfilled"
"115","78","949.92","2021-04-01 15:47:51.559114","cancelled"
"116","48","206.33","1972-01-13 01:45:47.084283","pending"
"117","42","586.13","2000-02-25 13:09:54.148449","fulfilled"
"118","31","48.44","2024-03-30 02:30:38.895921","pending"
"119","59","589.91","2003-03-31 09:31:31.197181","pending"
"120","6","872.09","2002-12-28 10:39:32.410731","pending"
"121","46","45.66","2005-12-01 06:45:39.255147","pending"
"122","70","140.0","2010-06-07 18:16:02.464365","cancelled"
"123","39","609.47","2016-02-18 07:12:54.857247","cancelled"
"124","13","45.06","2024-11-03 22:07:54.588038","fulfilled"
"125","51","632.18","2007-05-20 05:25:34.941692","cancelled"
"126","31","47.4","1974-01-02 04:22:21.225594","fulfilled"
"127","58","650.02","2017-12-19 16:37:27.635701","cancelled"
"128","7","318.82","2014-10-11 19:22:27.912870","cancelled"
"129","24","286.64","2012-06-24 00:56:11.425101","pending"
"130","70","532.67","1977-10-31 20:00:39.483674","cancelled"
"131","73","258.83","1986-01-21 16:24:28.199158","fulfilled"
"132","64","146.31","1971-04-05 21:18:36.350706","pending"
"133","25","584.56","1978-06-05 11:39:14.274866","fulfilled"
"134","78","884.52","1975-08-12 08:07:43.426589","cancelled"
"135","73","681.26","1980-03-02 23:51:33.386627","fulfilled"
"136","67","264.92","1982-07-20 21:43:13.442265","pending"
"137","60","402.3","1988-08-28 19:32:15.965416","fulfilled"
"138","45","825.63","2023-02-06 02:07:11.890630","cancelled"
"139","70","179.88","1976-10-25 20:39:22.804623","cancelled"
"140","50","780.37","1986-03-06 10:36:44.778612","pending"
"141","57","187.79","1978-06-23 08:48:03.697485","cancelled"
"142","6","441.72","2023-05-28 01:56:29.037664","cancelled"
"143","47","724.93","2025-05-13 03:33:00.354597","pending"
"144","34","99.78","2014-06-02 20:50:57.305909","cancelled"
"145","79","697.95","2005-10-20 15:25:10.405694","pending"
"146","84","48.17","1971-01-14 17:32:57.314114","fulfilled"
"147","90","517.07","2005-08-16 22:30:45.818509","pending"
"148","78","269.41","2023-09-13 19:04:56.102786","pending"
"149","57","372.86","1970-08-16 08:44:31.753762","cancelled"
"150","74","978.9","1985-03-20 17:44:08.802524","pending"
"151","28","240.33","1973-08-30 23:11:39.686702","fulfilled"
"152","86","838.76","2020-11-11 11:26:24.097048","pending"
"153","48","693.82","1984-04-05 02:57:24.227668","pending"
"154","28","349.49","1995-04-12 19:57:07.592108","pending"
"155","83","190.88","1984-04-20 11:05:21.252016","pending"
"156","82","459.1","1979-10-07 23:33:00.361571","cancelled"
"157","68","450.68","1970-09-21 12:22:48.507777","cancelled"
"158","37","57.01","1972-03-28 13:58:13.301821","pending"
"159","34","710.15","2011-06-01 16:58:33.096652","pending"
"160","22","496.15","1999-01-11 00:20:27.876637","pending"
"161","90","57.94","1985-04-09 09:57:00.921772","pending"
"162","74","341.93","2007-11-04 13:07:12.111000","pending"
"163","74","694.97","2013-12-26 11:39:26.509113","cancelled"
"164","23","396.91","1976-12-04 01:53:05.253724","pending"
"165","91","929.21","2013-08-13 08:57:55.671225","fulfilled"
"166","50","412.85","1998-09-07 04:49:32.442008","fulfilled"
"167","9","437.7","1994-08-06 04:00:43.032492","fulfilled"
"168","32","594.73","2020-06-01 13:13:44.424320","cancelled"
"169","28","989.3","2003-05-01 21:44:57.699194","pending"
"170","49","838.81","1970-02-10 00:23:13.228246","pending"
"171","33","292.84","1991-08-21 00:46:51.348979","cancelled"
"172","2","511.86","2004-12-21 15:09:13.100350","pending"
"173","59","544.38","2014-09-10 03:50:55.305683","cancelled"
"174","90","943.56","1983-07-04 10:51:36.029810","pending"
"175","60","614.68","2013-12-20 03:26:13.355669","pending"
"176","58","955.93","2025-10-11 07:50:29.641800","cancelled"
"177","10","866.07","1980-06-15 19:17:57.314580","cancelled"
"178","95","21.86","2001-02-28 14:35:04.253850","fulfilled"
"179","19","594.63","2009-08-01 17:13:17.697472","pending"
"180","98","597.91","1971-05-31 01:13:41.453296","cancelled"
"181","48","165.3","1973-06-05 19:16:28.032849","fulfilled"
"182","0","741.19","1981-01-12 09:55:25.805211","pending"
"183","33","467.27","1972-12-09 05:45:57.162308","cancelled"
"184","75","154.71","2016-08-02 03:34:50.550127","fulfilled"
"185","51","198.57","1981-11-15 23:22:43.524633","cancelled"
"186","15","769.97","1975-02-08 13:25:21.132156","fulfilled"
"187","10","68.85","1981-02-10 04:54:29.444670","fulfilled"
"188","5","785.85","1976-09-05 23:49:16.668457","cancelled"
"189","76","552.3","1986-06-05 06:40:09.200369","pending"
"190","74","464.41","2018-03-29 03:18:32.319031","fulfilled"
"191","82","561.76","1971-07-22 10:09:47.583633","fulfilled"
"192","27","816.44","2004-12-19 07:45:21.881496","pending"
"193","15","262.55","1971-09-05 21:51:59.400500","fulfilled"
"194","1","765.41","1984-07-27 11:35:44.839705","cancelled"
"195","23","843.65","2010-03-10 14:18:42.207042","cancelled"
"196","73","343.3","1990-02-02 13:24:13.650080","pending"
"197","33","712.49","1999-01-27 22:03:50.673466","pending"
"198","61","897.98","2008-12-11 15:48:21.689510","pending"
"199","94","986.82","1978-10-29 12:50:44.185671","fulfilled"
"200","68","13.33","1986-07-31 17:55:23.678448","cancelled"
"201","47","343.77","1976-12-26 17:19:09.490081","pending"
"202","51","274.19","2012-11-27 19:58:44.576831","cancelled"
"203","97","569.5","1978-01-05 16:23:18.536027","fulfilled"
"204","54","661.34","2013-03-09 00:11:44.289747","fulfilled"
"205","30","722.4","2008-11-06 10:13:22.111763","pending"
"206","71","696.86","2002-02-14 04:05:03.012448","pending"
"207","52","918.48","1979-05-14 03:25:36.163411","fulfilled"
"208","12","369.55","1977-12-18 18:56:38.564214","pending"
"209","34","566.13","1979-02-12 14:50:39.716717","fulfilled"
"210","70","263.39","1977-08-26 21:00:09.186120","cancelled"
"211","73","337.04","2006-04-08 04:26:24.341777","cancelled"
"212","82","237.87","2020-12-31 11:12:32.336267","fulfilled"
"213","11","792.02","1973-04-05 15:28:39.921568","pending"
"214","2","318.13","1991-09-01 09:55:16.100452","cancelled"
"215","57","62.32","1979-03-17 15:01:30.832270","pending"
"216","7","215.34","2018-06-24 09:15:20.599687","cancelled"
"217","32","581.31","1983-01-25 12:27:30.836129","pending"
"218","67","239.53","1983-12-19 23:34:00.606311","cancelled"
"219","66","423.65","1981-11-13 18:20:58.791777","pending"
"220","72","395.67","2016-12-02 22:22:59.032943","pending"
"221","78","585.84","1993-07-04 21:07:09.517937","fulfilled"
"222","33","828.09","2021-02-02 15:58:09.866508","fulfilled"
"223","99","552.82","2015-09-21 19:48:25.571006","cancelled"
"224","60","163.69","2009-08-29 14:14:28.878882","fulfilled"
"225","45","614.88","2020-04-25 13:47:37.999012","pending"
"226","21","878.14","2025-09-23 09:53:44.737256","fulfilled"
"227","10","546.19","2025-08-11 21:00:42.468971","fulfilled"
"228","29","896.48","2006-11-03 21:38:57.696314","cancelled"
"229","90","625.06","2015-03-18 23:03:58.914140","fulfilled"
"230","93","154.65","1979-02-27 15:57:26.026355","cancelled"
"231","41","259.72","1999-06-25 23:24:07.183453","cancelled"
"232","15","365.89","1980-11-15 22:39:47.607447","fulfilled"
"233","12","516.23","2007-05-26 03:36:16.362733","cancelled"
"234","39","43.51","2006-04-05 17:20:31.771959","pending"
"235","99","797.22","1999-10-29 14:19:01.110928","fulfilled"
"236","41","152.08","1977-05-15 12:46:02.135229","cancelled"
"237","81","857.53","1974-06-17 19:05:26.034920","fulfilled"
"238","53","99.44","1995-04-08 04:14:10.782179","pending"
"239","82","98.07","2019-04-13 15:27:07.753989","pending"
"240","24","892.18","2012-09-19 12:15:00.740770","fulfilled"
"241","80","548.67","2023-02-17 15:30:14.522808","cancelled"
"242","83","693.78","1981-03-04 02:41:05.922761","pending"
"243","21","170.38","2003-06-13 19:54:19.599518","fulfilled"
"244","22","79.13","1985-10-15 04:38:19.300624","fulfilled"
"245","73","825.32","1990-09-09 15:29:37.804032","pending"
"246","65","219.68","2019-09-09 23:54:46.186058","pending"
"247","93","55.8","1989-05-18 20:44:49.158044","pending"
"248","41","693.67","2014-03-26 21:54:17.754558","fulfilled"
"249","21","610.28","1978-02-22 02:39:47.911438","cancelled"
"250","66","964.43","2004-06-12 23:39:51.424975","cancelled"
"251","19","712.57","1987-08-27 02:15:24.608063","fulfilled"
"252","9","849.66","2024-11-19 05:57:32.016635","fulfilled"
"253","57","184.68","1970-01-05 10:06:27.446896","cancelled"
"254","12","638.63","1989-06-28 13:56:45.158651","cancelled"
"255","55","317.52","2025-02-28 18:43:32.462984","pending"
"256","60","409.01","1988-01-06 12:50:37.448622","fulfilled"
"257","94","984.49","2002-12-10 16:26:13.984302","fulfilled"
"258","6","486.66","1972-12-26 16:29:03.604658","fulfilled"
"259","4","23.12","1994-05-02 04:36:43.823648","fulfilled"
"260","58","653.24","1985-03-12 22:14:26.703682","fulfilled"
"261","81","770.9","1985-12-26 17:42:21.233306","pending"
"262","65","115.49","1981-08-01 11:45:43.855303","pending"
"263","61","620.65","1985-03-09 07:52:47.993683","fulfilled"
"264","91","290.56","2004-07-27 10:05:54.785609","fulfilled"
"265","0","891.4","2020-05-09 00:01:20.278164","fulfilled"
"266","55","568.69","1995-12-27 17:31:14.152805","cancelled"
"267","18","119.23","1989-03-04 19:32:00.015478","pending"
"268","41","737.39","2020-12-20 13:30:39.199195","fulfilled"
"269","76","363.05","2007-11-29 11:23:10.918767","cancelled"
"270","88","636.61","1988-02-28 13:32:05.496925","cancelled"
"271","91","157.69","2025-06-24 08:23:08.366761","cancelled"
"272","8","57.71","2016-07-10 08:55:52.587782","fulfilled"
"273","30","725.82","2000-03-31 19:23:10.467750","cancelled"
"274","36","644.14","2022-09-20 00:35:52.654878","cancelled"
"275","79","768.82","2007-08-19 12:22:19.449201","cancelled"
"276","58","520.73","2018-10-02 11:10:42.133053","pending"
"277","15","885.22","1975-12-23 08:54:25.988112","fulfilled"
"278","38","875.54","1989-04-19 04:23:52.393299","fulfilled"
"279","0","450.7","2021-06-30 13:09:51.103464","cancelled"
"280","88","343.76","1991-03-08 11:19:40.979263","pending"
"281","30","630.3","1986-10-01 13:18:18.340943","cancelled"
"282","29","748.8","1973-02-13 13:01:22.719675","fulfilled"
"283","15","240.53","2022-03-16 18:13:50.593734","pending"
"284","26","270.74","1989-01-03 08:25:51.317609","fulfilled"
"285","94","918.13","2018-04-06 23:07:19.251862","pending"
"286","55","820.77","1996-09-22 03:14:01.368579","pending"
"287","68","80.81","1975-03-09 10:01:29.113945","pending"
"288","83","103.72","2023-03-15 12:34:29.313423","fulfilled"
"289","5","703.18","1991-09-17 00:11:32.673806","pending"
"290","95","276.24","2022-10-27 11:07:14.677906","fulfilled"
"291","23","67.87","2017-03-15 23:57:54.733624","cancelled"
"292","9","605.02","2003-07-28 16:52:52.372240","pending"
"293","53","180.67","2020-05-29 14:27:04.704987","cancelled"
"294","11","649.29","1996-04-27 06:21:03.558595","pending"
"295","88","913.06","2006-04-13 03:16:21.131332","pending"
"296","71","259.73","2012-07-23 09:52:50.219905","pending"
"297","26","791.79","2020-12-23 05:18:52.939844","fulfilled"
"298","47","957.27","1991-08-19 04:12:05.747361","cancelled"
"299","5","835.19","2019-12-25 20:55:27.055058","fulfilled"
"300","9","720.38","2022-07-26 07:25:30.589518","pending"
"301","59","484.27","1995-12-27 14:33:49.516794","fulfilled"
"302","91","175.46","2017-06-22 05:01:30.481367","fulfilled"
"303","95","600.77","1984-11-15 18:08:56.581231","fulfilled"
"304","4","664.68","1995-10-26 12:01:22.167252","cancelled"
"305","39","281.24","1972-10-11 08:03:22.321521","cancelled"
"306","46","408.39","2004-04-09 11:56:45.709308","fulfilled"
"307","89","26.41","2003-11-06 12:14:11.465341","fulfilled"
"308","2","889.01","2010-09-13 01:14:22.114774","cancelled"
"309","32","818.84","1982-02-01 17:31:17.035473","cancelled"
"310","16","671.45","2000-12-05 05:49:00.964602","fulfilled"
"311","98","879.6","1988-11-06 07:16:34.593595","fulfilled"
"312","34","237.85","1984-09-21 04:40:48.652761","pending"
"313","42","751.7","1993-03-11 11:22:17.074137","cancelled"
"314","98","818.69","2025-11-02 17:10:18.369296","pending"
"315","29","276.29","2019-09-16 16:04:09.104175","pending"
"316","66","189.11","1984-12-17 03:10:10.929192","fulfilled"
"317","14","122.11","2012-06-11 08:39:06.879878","pending"
"318","4","365.99","2024-12-05 03:45:36.261672","pending"
"319","99","693.02","1989-01-28 09:02:39.489814","pending"
"320","54","508.12","2005-05-27 20:47:55.576132","fulfilled"
"321","69","536.35","2000-05-24 02:21:49.259310","cancelled"
"322","65","648.06","1978-06-07 03:31:55.614889","pending"
"323","41","822.72","1980-02-24 11:38:46.691860","pending"
"324","73","917.39","1995-02-19 17:07:19.515380","pending"
"325","71","319.19","2014-01-12 11:49:31.004174","pending"
"326","61","357.67","1994-10-04 17:29:01.523615","cancelled"
"327","75","310.35","2000-04-24 21:21:29.846848","pending"
"328","36","814.15","2017-02-13 10:30:04.980694","cancelled"
"329","16","33.59","1983-09-09 07:12:42.511123","cancelled"
"330","90","523.6","1995-04-16 20:03:00.757380","fulfilled"
"331","57","580.76","2008-10-14 11:27:19.563014","fulfilled"
"332","10","361.52","2022-10-24 12:41:24.381710","cancelled"
"333","22","172.95","2001-10-17 12:43:39.595915","cancelled"
"334","72","523.89","2010-06-26 13:56:16.409783","fulfilled"
"335","95","566.85","2018-03-31 15:06:57.067374","fulfilled"
"336","27","260.06","1982-10-29 09:35:57.705966","pending"
"337","84","555.49","2023-02-28 12:21:14.767616","fulfilled"
"338","74","308.14","1987-04-29 11:43:06.179802","pending"
"339","47","449.34","1971-11-13 21:17:11.653306","pending"
"340","77","515.19","2014-07-22 07:42:45.795776","pending"
"341","23","67.59","1975-04-08 06:35:04.766953","fulfilled"
"342","87","70.3","2011-05-28 02:18:21.216442","pending"
"343","44","173.95","2007-11-15 19:27:12.393274","fulfilled"
"344","51","343.73","1998-06-13 02:31:42.535570","pending"
"345","3","197.97","1988-06-08 17:30:43.711158","pending"
"346","78","594.72","1990-06-25 16:48:49.821448","pending"
"347","46","937.57","1979-06-19 04:02:10.608814","fulfilled"
"348","48","837.8","2010-01-30 14:48:15.127792","cancelled"
"349","74","769.07","2001-11-19 17:49:44.969204","pending"
"350","10","681.36","1995-05-03 21:47:55.958497","cancelled"
"351","1","257.82","2007-04-26 15:29:23.940843","fulfilled"
"352","59","416.87","1979-11-06 22:40:54.441988","fulfilled"
"353","56","930.6","1974-01-16 20:49:56.999500","cancelled"
"354","83","316.14","2008-11-27 18:42:51.753318","pending"
"355","56","652.42","1972-01-19 13:43:43.412551","pending"
"356","71","475.63","2001-12-31 20:43:00.981948","pending"
"357","55","278.72","2002-01-12 09:33:59.381804","fulfilled"
"358","64","931.04","2014-01-18 04:54:27.048739","fulfilled"
"359","20","316.26","2021-05-30 06:31:49.793045","pending"
"360","62","802.86","1994-07-28 09:57:01.678985","cancelled"
"361","89","527.57","2000-06-03 01:25:05.824049","cancelled"
"362","53","150.39","1987-05-05 11:56:46.831620","cancelled"
"363","29","17.73","2020-06-24 11:45:00.589344","fulfilled"
"364","6","60.08","1991-07-21 08:49:23.864737","pending"
"365","42","427.54","2020-09-30 06:58:04.512350","cancelled"
"366","85","140.89","2008-04-11 11:09:51.294810","pending"
"367","23","14.5","2002-08-28 17:35:57.840337","fulfilled"
"368","69","461.1","2014-04-24 03:03:08.147213","cancelled"
"369","40","725.93","1999-06-05 22:28:35.537916","pending"
"370","47","851.73","1976-10-17 18:34:13.075945","cancelled"
"371","37","560.08","1987-11-18 03:45:53.108670","cancelled"
"372","97","314.13","1977-08-11 23:33:00.903896","pending"
"373","43","440.87","1982-07-04 07:35:44.758856","pending"
"374","10","368.01","1977-01-19 20:51:57.016803","pending"
"375","3","970.36","2019-05-05 22:56:59.897556","fulfilled"
"376","39","234.56","1996-08-01 15:28:56.992638","cancelled"
"377","12","444.6","2006-10-08 11:08:14.244351","cancelled"
"378","55","698.72","2012-10-19 19:08:05.046986","fulfilled"
"379","42","806.87","1996-07-04 13:04:37.246168","pending"
"380","6","907.32","1984-07-07 10:58:52.537060","cancelled"
"381","76","954.4","2020-10-27 08:41:11.759469","pending"
"382","52","951.13","2023-06-16 04:21:51.443816","fulfilled"
"383","45","213.69","2015-03-18 17:18:21.494771","cancelled"
"384","65","677.31","1973-09-24 06:08:25.809444","fulfilled"
"385","88","826.81","2018-04-21 20:15:58.085820","pending"
"386","81","933.88","1972-04-26 00:03:43.428039","pending"
"387","86","577.62","2018-07-02 05:56:23.173762","cancelled"
"388","9","149.09","2020-11-29 00:06:11.415248","cancelled"
"389","86","409.09","1997-09-25 02:50:24.592020","fulfilled"
"390","43","437.08","1997-08-18 05:27:01.750714","pending"
"391","69","18.25","2008-03-07 06:21:11.251358","pending"
"392","24","989.36","2007-06-03 19:42:35.234137","fulfilled"
"393","20","771.43","2014-07-04 13:52:06.886556","fulfilled"
"394","3","968.5","1975-09-28 05:44:06.782454","fulfilled"
"395","25","812.06","1991-09-27 23:55:55.645181","pending"
"396","85","663.45","2014-06-07 21:38:06.293458","pending"
"397","83","135.22","2016-05-12 04:34:49.812139","fulfilled"
"398","32","399.36","1999-09-04 07:03:45.522953","pending"
"399","35","143.59","1989-08-14 12:51:10.740619","fulfilled"
